017
num-fields|64
id|int32
image_x|int32
image_y|int32
image_w|int32
image_h|int32
src_x|int32
src_y|int32
src_image|int32
cal_image|int32
ppc|int32
camera|int32
cal_const|double
fringe_size|double
sphere_count|int32
raw_sphere_volume|double
raw_sphere_complement|double
raw_sphere_unknown|double
raw_area|double
raw_feret_max|double
raw_feret_min|double
raw_feret_mean|double
raw_perimeter|double
raw_convex_perimeter|double
raw_legendre_major|double
raw_legendre_minor|double
abd_area|double
abd_diameter|double
length|double
width|double
esd_diameter|double
perimeter|double
convex_perimeter|double
intensity|double
sigma_intensity|double
sum_intensity|double
compactness|double
elongation|double
roughness|double
edge_gradient|double
elapsed_time|double
circle_fit|double
symmetry|double
circularity_hu|double
intensity_calimage|double
raw_convex_hull_area|double
raw_filled_area|double
filled_area|double
feret_max_angle|double
feret_min_angle|double
avg_red|double
avg_green|double
avg_blue|double
ch1_peak|double
ch1_width|double
ch1_area|double
ch2_peak|double
ch2_width|double
ch2_area|double
ch3_peak|double
ch3_width|double
ch3_area|double
timestamp|timestamp
collage_file|string
image_id|guid
1149|712|281|26|28|1042|128|2771|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|234.0000|19.0000|16.0000|17.9167|54.6274|53.0099|17.9008|16.6712|38.9276|7.0402|7.9996|6.3445|7.4020|30.1379|26.7629|149.7051|28.8287|35031.0000|1.0148|1.0000|1.1261|38.7708|139.1520|0.9229|0.9301|0.9958|0.0000|214.5000|234.0000|38.9276|-85.0000|0.0000|151.4573|148.5171|151.2692|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:42.815|416_Station40_09012015_10x_000011.tif|EE404884-49C8-44F1-9CEE-6FDD1565D60A
1150|740|281|29|37|76|603|2772|1|3|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|158.0000|26.0000|16.0000|21.6111|96.7696|64.8928|28.1473|15.2626|22.4162|5.3424|11.8615|6.3445|9.4402|53.3878|33.3187|151.2152|18.6352|23892.0000|4.7164|12.7385|1.6023|39.8837|139.1990|0.3618|0.1498|0.3924|0.0000|286.5000|158.0000|22.4162|75.0000|-15.0000|152.7215|149.9620|153.8734|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:42.863|416_Station40_09012015_10x_000011.tif|7FCBAA2C-0A6C-4AD2-920C-6E511C9B287E
1151|771|281|26|27|1208|191|2773|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|160.0000|19.0000|14.0000|16.6389|53.2132|48.7448|18.1872|13.0457|22.8324|5.3918|7.9996|5.2411|6.6970|29.3577|24.4099|133.6438|5.4708|21383.0000|1.2381|1.0000|1.2027|32.1277|139.2460|0.7818|0.8044|0.9251|0.0000|175.5000|182.0000|27.4854|50.0000|-45.0000|139.1125|130.8187|133.8063|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:42.913|416_Station40_09012015_10x_000011.tif|6665667F-24B8-44BC-A65A-2104A18CBAB6
1152|799|281|36|61|926|151|2778|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|607.0000|52.0000|26.0000|41.0000|179.3970|126.0053|44.3603|26.1551|129.7833|12.8548|26.2057|11.8615|20.1370|98.9733|67.0345|134.4992|12.1491|81641.0000|3.4892|8.8486|1.4765|46.8642|139.4960|0.3800|0.3693|0.7048|0.0000|1011.0000|734.0000|162.4785|-85.0000|0.0000|138.3394|131.7677|138.4053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:43.163|416_Station40_09012015_10x_000011.tif|0896ECBA-26B0-4161-903B-5623E53AD3D7
1153|837|281|25|25|560|825|2784|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|167.0000|16.0000|15.0000|15.4167|48.3848|45.3652|14.8425|14.5061|24.2984|5.5622|6.3445|5.7928|6.0227|26.6939|22.5453|152.9701|5.8232|25546.0000|1.1156|1.0000|1.1840|37.7674|139.7920|0.8999|0.7401|0.9873|0.0000|154.5000|167.0000|24.2984|-80.0000|0.0000|155.7066|150.8982|156.5389|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:43.463|416_Station40_09012015_10x_000011.tif|9C75C519-4148-460D-9DA1-5CAA0E3AA159
1154|864|281|28|16|580|948|2787|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|119.0000|18.0000|10.0000|14.6667|45.5563|42.9894|17.2557|9.4330|14.5782|4.3083|7.4479|3.0343|5.6089|25.1334|21.2346|147.1849|8.0700|17515.0000|1.3878|1.8065|1.1836|38.0976|139.9480|0.6612|0.4958|0.7836|0.0000|106.5000|119.0000|14.5782|0.0000|-90.0000|143.4538|148.6218|150.2773|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:43.613|416_Station40_09012015_10x_000011.tif|AA9B29D5-40EF-4773-A165-14FABF7B7C3D
1155|894|281|35|25|352|462|2787|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|255.0000|25.0000|14.0000|21.1944|69.9411|63.6185|27.1848|12.8533|43.6888|7.4583|11.3098|5.2411|9.2103|38.5865|32.6157|128.8314|37.8914|32852.0000|1.5266|2.3747|1.1831|147.4167|139.9480|0.5136|0.5251|0.7181|0.0000|272.0000|255.0000|43.6888|0.0000|-85.0000|123.6000|129.8902|137.1686|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:43.613|416_Station40_09012015_10x_000011.tif|0626D631-4722-4850-819F-1B6F2DA5BA03
1156|931|281|27|28|1110|777|2795|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|95.0000|23.0000|6.0000|16.2778|49.5980|48.2792|25.0972|5.0889|10.0941|3.5850|10.2065|1.6551|6.4978|27.3632|24.1530|119.3474|23.7379|11338.0000|2.0606|4.2376|1.1329|162.0000|140.3540|0.3939|0.6889|0.3689|0.0000|88.0000|95.0000|10.0941|55.0000|-45.0000|139.7368|110.5789|110.6526|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:44.014|416_Station40_09012015_10x_000011.tif|FF288DCD-E8BE-40C8-B936-71A595785530
1157|960|281|25|24|1211|718|2796|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|157.0000|16.0000|14.0000|15.1111|47.7990|44.1708|14.6963|13.7402|22.2085|5.3176|6.3445|5.2411|5.8541|26.3707|21.8864|142.0573|10.9272|22303.0000|1.1581|1.0000|1.2049|41.3095|140.4000|0.8988|0.8378|0.9877|0.0000|148.0000|157.0000|22.2085|-65.0000|-90.0000|146.6433|139.1019|144.8535|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:44.062|416_Station40_09012015_10x_000011.tif|64DE203F-F6E5-4509-8AD1-F33A1E9298C4
1158|987|281|23|24|896|620|2796|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|122.0000|15.0000|13.0000|13.9722|45.7990|40.1927|12.9927|12.2608|15.1596|4.3934|5.7928|4.6894|5.2258|25.2673|19.6917|132.2705|43.7970|16137.0000|1.3682|1.7152|1.2831|140.1750|140.4000|0.8770|0.8056|0.9735|0.0000|122.5000|122.0000|15.1596|-70.0000|0.0000|128.5656|133.2623|136.7787|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:44.062|416_Station40_09012015_10x_000011.tif|2197879D-CA78-4B47-A3B3-2E909CB69D20
1159|1012|281|24|24|313|442|2798|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|131.0000|15.0000|12.0000|14.0278|44.3848|41.2594|13.8874|12.2471|16.9275|4.6425|5.7928|4.1377|5.2565|24.4871|20.2802|127.0153|39.5550|16639.0000|1.1967|1.0000|1.2074|146.7949|140.4940|0.8541|0.6539|0.9730|0.0000|126.0000|131.0000|16.9275|10.0000|55.0000|120.4885|129.6489|130.8931|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:44.165|416_Station40_09012015_10x_000011.tif|3DAE3BAE-431B-48A5-81AC-ABE9C705B8BD
1160|1038|281|26|29|441|59|2803|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|170.0000|20.0000|16.0000|17.7778|56.2843|52.9092|18.7904|15.0319|24.9310|5.6341|8.5513|6.3445|7.3254|31.0520|26.7074|143.4765|4.6781|24391.0000|1.1459|1.0000|1.1627|36.2500|140.7440|0.8484|0.8733|0.9675|0.0000|210.5000|220.0000|35.7944|-85.0000|0.0000|146.7941|141.9529|142.6529|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:44.413|416_Station40_09012015_10x_000011.tif|087E1AFB-F849-4A16-AE29-3053253274CC
1161|1066|281|46|31|1208|933|2807|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|436.0000|41.0000|17.0000|30.5556|100.0833|92.9404|37.7427|17.0167|86.8557|10.5161|20.1370|6.8962|14.3749|55.2159|48.7926|136.5183|10.6580|59522.0000|1.6746|2.9182|1.1316|50.1628|140.9460|0.4013|0.5324|0.7072|0.0000|473.0000|476.0000|96.7564|30.0000|-45.0000|134.9472|136.5390|140.7041|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:44.614|416_Station40_09012015_10x_000011.tif|711C3588-3B91-4F05-A90D-6E9F1FD72957
1162|1114|281|24|25|544|450|2807|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|147.0000|15.0000|13.0000|14.3889|44.0416|41.9351|14.0614|13.3471|20.1495|5.0651|5.7928|4.6894|5.4557|24.2978|20.6530|155.5102|27.7102|22860.0000|1.0500|1.0000|1.1765|64.0000|140.9460|0.9310|0.8957|0.9959|0.0000|135.5000|147.0000|20.1495|-90.0000|20.0000|155.8571|154.7007|158.5986|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:44.614|416_Station40_09012015_10x_000011.tif|2B1AA050-CC1D-46FD-9F90-ED7415EFB2DC
1163|1140|281|33|34|129|488|2820|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|307.0000|29.0000|20.0000|24.4722|93.9411|74.1637|29.7073|18.2063|55.7467|8.4249|13.5166|8.5513|11.0187|51.8273|38.4335|141.6645|15.6603|43491.0000|2.2224|4.7722|1.3485|42.1429|141.6020|0.3854|0.3560|0.6628|0.0000|375.5000|316.0000|57.8671|-60.0000|50.0000|139.9446|141.8469|145.1857|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:45.263|416_Station40_09012015_10x_000011.tif|FFE970D8-C969-451C-8B51-016EB5614FDB
1164|1175|281|42|32|93|461|2820|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|319.0000|35.0000|14.0000|26.6111|88.7696|80.4436|38.6678|12.0065|58.5758|8.6360|16.8269|5.2411|12.1987|48.9742|41.8981|139.1975|17.1203|44404.0000|1.9657|3.9205|1.1689|57.0000|141.6020|0.2812|0.5477|0.4955|0.0000|366.5000|319.0000|58.5758|-20.0000|65.0000|136.5298|139.8966|142.7649|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:45.263|416_Station40_09012015_10x_000011.tif|27856E22-0B4E-4BC6-ACCC-A3DD7D882EB6
1165|0|761|83|55|83|593|2821|1|4|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|215.0000|84.0000|8.0000|54.4722|193.0538|167.7182|92.1852|5.0297|34.6841|6.6454|43.8601|2.2068|27.5697|106.5078|90.0475|145.0791|2.6985|31192.0000|13.7946|41.3127|1.1828|13.4368|141.6480|0.0000|0.5092|0.0642|0.0000|420.0000|215.0000|34.6841|30.0000|-60.0000|148.1581|143.4605|145.5953|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:45.313|416_Station40_09012015_10x_000011.tif|A1012C12-E261-460B-8679-2372ACFCCFB1
1166|85|761|87|68|93|590|2821|1|4|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|259.0000|92.0000|14.0000|61.4722|226.6102|189.7753|108.6350|9.7941|44.6034|7.5360|48.2738|5.2411|31.4316|125.0208|102.2164|145.1351|2.8612|37590.0000|15.7779|47.5467|1.2231|13.7291|141.6480|0.0000|0.2868|0.0554|0.0000|806.5000|259.0000|44.6034|30.0000|-55.0000|147.7529|143.9073|145.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:45.313|416_Station40_09012015_10x_000011.tif|E27142CA-71F5-455C-A0BC-9DEC2E71FEC4
1167|174|761|67|88|523|448|2825|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|1680.0000|87.0000|35.0000|65.9444|316.3503|204.1054|88.9761|30.1879|416.6816|23.0334|45.5152|16.8269|33.8989|174.5305|110.1223|145.3399|26.1250|244171.0000|4.4541|11.9090|1.5849|61.4585|141.8510|0.0135|0.2606|0.5158|0.0000|2324.5000|1788.0000|446.4053|-65.0000|40.0000|145.0256|144.4976|150.5393|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:45.515|416_Station40_09012015_10x_000011.tif|F95116FE-4F14-4964-9C82-7ADAF5DA813F
1168|243|761|28|22|1156|124|2825|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|102.0000|20.0000|11.0000|16.0000|80.5269|46.8797|19.3963|12.5104|11.3684|3.8046|8.5513|3.5860|6.3445|44.4267|23.3809|134.1275|5.1214|13681.0000|5.0591|13.8212|1.9001|36.5775|141.8510|0.5841|0.6157|0.4876|0.0000|142.5000|102.0000|11.3684|15.0000|-80.0000|142.9608|129.4412|135.2157|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:45.515|416_Station40_09012015_10x_000011.tif|C4AE3F41-739C-41D0-9407-FF934C8AF6F6
1169|273|761|27|28|179|818|2826|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|229.0000|19.0000|17.0000|17.8889|55.4558|52.8586|17.6948|16.5591|37.8046|6.9379|7.9996|6.8962|7.3866|30.5950|26.6795|135.3188|9.5943|30988.0000|1.0687|1.0000|1.1468|47.5625|141.8980|0.9055|0.8533|0.9929|0.0000|213.0000|229.0000|37.8046|-85.0000|0.0000|137.4672|133.5153|138.7948|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:45.563|416_Station40_09012015_10x_000011.tif|1DA553FD-8110-48B6-95BB-89122A6B0275
1170|302|761|23|27|1224|49|2832|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|158.0000|17.0000|13.0000|15.7222|50.3848|46.1871|15.8601|13.1550|22.4162|5.3424|6.8962|4.6894|6.1913|27.7973|22.9988|129.6076|46.0316|20478.0000|1.2786|1.1383|1.2086|94.4889|142.1940|0.8114|0.5925|0.9476|0.0000|156.0000|158.0000|22.4162|-90.0000|0.0000|139.9051|125.1709|125.2089|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:45.863|416_Station40_09012015_10x_000011.tif|507DDBA4-91A7-47E9-923C-BE529C3F2E91
1171|327|761|27|24|5|913|2835|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|121.0000|18.0000|14.0000|16.0833|68.8701|47.2328|17.4858|14.6052|14.9654|4.3651|7.4479|5.2411|6.3905|37.9956|23.5757|143.8926|4.7825|17411.0000|3.1194|7.6694|1.6116|27.8689|142.3500|0.6470|0.3064|0.5936|0.0000|163.5000|121.0000|14.9654|-10.0000|-90.0000|147.3967|142.3967|142.0331|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:46.013|416_Station40_09012015_10x_000011.tif|A9F744BA-D4AC-48DC-A1EB-1AD471B9A493
1172|356|761|21|23|0|249|2836|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|138.0000|15.0000|13.0000|13.7222|41.7990|40.1077|13.9054|12.6456|18.3254|4.8304|5.7928|4.6894|5.0879|23.0605|19.6448|121.2754|30.0374|16736.0000|1.0075|1.0000|1.1739|104.3333|142.3970|0.9256|0.8591|0.9947|0.0000|125.0000|138.0000|18.3254|-55.0000|-90.0000|113.6014|123.5507|129.8116|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:46.065|416_Station40_09012015_10x_000011.tif|A78700AA-031B-4611-937C-305D71240F72
1173|379|761|24|25|956|838|2841|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|148.0000|16.0000|14.0000|14.9167|46.3848|43.8773|15.2865|13.1708|20.3539|5.0907|6.3445|5.2411|5.7469|25.5905|21.7245|146.5811|5.4686|21694.0000|1.0905|1.0000|1.1780|38.1707|142.6470|0.8871|0.7950|0.9819|0.0000|146.0000|157.0000|22.2085|-75.0000|0.0000|153.4797|142.8041|147.6149|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:46.312|416_Station40_09012015_10x_000011.tif|34622D17-5415-4052-9F14-3E10DAC51F3B
1174|405|761|28|20|244|533|2842|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|121.0000|19.0000|9.0000|14.8333|47.5563|43.6624|19.1814|8.3509|14.9654|4.3651|7.9996|2.4827|5.7009|26.2368|21.6059|140.4463|18.7740|16994.0000|1.4874|2.2229|1.2143|73.2558|142.6940|0.6050|0.5946|0.7040|0.0000|114.0000|121.0000|14.9654|5.0000|-80.0000|150.1074|137.0413|132.8182|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:46.363|416_Station40_09012015_10x_000011.tif|9F547590-319A-4592-BA77-A51C08DD56AE
1175|435|761|25|24|1164|466|2846|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|157.0000|16.0000|14.0000|14.7778|45.7990|43.3372|14.7932|13.5593|22.2085|5.3176|6.3445|5.2411|5.6703|25.2673|21.4265|131.0064|18.7499|20568.0000|1.0632|1.0000|1.1793|72.3250|142.8960|0.9053|0.8178|0.9928|0.0000|143.5000|157.0000|22.2085|20.0000|-90.0000|134.1656|128.9809|133.4268|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:46.565|416_Station40_09012015_10x_000011.tif|2F077ADF-7410-4A7A-BA37-93D6EB8A0DC7
1176|462|761|42|59|639|484|2847|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|536.0000|50.0000|21.0000|40.8333|133.9828|125.0618|54.1276|22.4442|111.7796|11.9299|25.1023|9.1030|20.0451|73.9183|66.5140|144.5354|10.0465|77471.0000|1.5460|2.4486|1.1113|59.4188|142.9430|0.3443|0.8996|0.6853|0.0000|921.0000|924.0000|212.2860|-85.0000|20.0000|147.0504|142.0914|150.6306|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:46.612|416_Station40_09012015_10x_000011.tif|62A0A570-AD4C-4E71-AF91-23996F07FE72
1177|506|761|26|24|684|422|2847|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|160.0000|17.0000|14.0000|15.3889|48.3848|45.3755|14.8178|14.0052|22.8324|5.3918|6.8962|5.2411|6.0074|26.6939|22.5510|145.1438|6.6969|23223.0000|1.1644|1.0000|1.1837|32.5581|142.9430|0.8909|0.8324|0.9801|0.0000|152.5000|160.0000|22.8324|-30.0000|-90.0000|145.9563|144.0000|148.8750|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:46.612|416_Station40_09012015_10x_000011.tif|FCD4F588-E6B0-41D0-9017-F5143B3576A9
1178|534|761|65|53|585|205|2847|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|1334.0000|56.0000|39.0000|47.1111|188.0244|144.5029|49.2628|36.8771|322.2054|20.2545|28.4126|19.0336|23.5086|103.7331|77.2396|137.4648|28.8073|183378.0000|2.1089|4.3980|1.3430|84.5244|142.9430|0.6255|0.7083|0.8971|0.0000|1504.5000|1334.0000|322.2054|5.0000|-65.0000|137.9828|136.6627|140.2541|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:46.612|416_Station40_09012015_10x_000011.tif|89E5E2C4-40C2-4532-B574-8AC2FDFA8C2D
1179|601|761|26|25|990|645|2848|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|173.0000|17.0000|14.0000|15.5833|48.0416|45.6261|15.7822|14.0071|25.5661|5.7054|6.8962|5.2411|6.1147|26.5046|22.6893|145.4335|27.8400|25160.0000|1.0616|1.0000|1.1682|67.0976|142.9900|0.9053|0.8943|0.9894|0.0000|160.5000|173.0000|25.5661|-15.0000|70.0000|148.9017|143.3064|147.5607|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:46.662|416_Station40_09012015_10x_000011.tif|5FE38A84-558D-4E15-A568-F1F8105F7F6E
1180|0|0|113|312|674|398|2849|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|6028.0000|303.0000|89.0000|218.8333|1032.9920|684.2276|392.1044|90.0643|1651.1142|45.8505|164.6824|46.6186|118.2477|569.9017|375.0057|124.5080|39.5129|750534.0000|14.0448|42.0993|1.5197|107.2309|143.0520|0.0000|0.2301|0.0951|0.0000|21826.5000|6046.0000|1656.3117|-85.0000|10.0000|113.9496|127.5990|136.2614|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:46.715|416_Station40_09012015_10x_000012.tif|ED5DA088-FC5B-4971-BF7A-2998AD015589
1181|115|0|23|26|759|809|2850|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|131.0000|17.0000|13.0000|14.8889|51.2132|43.8315|15.0987|11.9557|16.9275|4.6425|6.8962|4.6894|5.7315|28.2543|21.6992|150.6489|32.4797|19735.0000|1.5932|2.6243|1.3021|88.9778|143.1460|0.7710|0.7143|0.8994|0.0000|134.5000|131.0000|16.9275|-80.0000|0.0000|167.5878|144.0076|140.0153|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:46.820|416_Station40_09012015_10x_000012.tif|BC0B294F-FAC5-4F95-8D0D-8018F60E0E33
1182|140|0|29|36|962|783|2854|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|277.0000|26.0000|16.0000|22.5833|82.7696|67.6272|25.2801|15.6135|48.7473|7.8783|11.8615|6.3445|9.9766|45.6640|34.8273|129.1697|29.8675|35780.0000|1.9681|3.9285|1.3112|85.2361|143.3490|0.5634|0.3799|0.7990|0.0000|301.5000|277.0000|48.7473|-90.0000|20.0000|135.1588|125.8773|130.3538|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:47.015|416_Station40_09012015_10x_000012.tif|B2BE4227-5ACF-472D-80E1-2ADF447F0493
1183|171|0|24|24|1244|675|2854|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|127.0000|15.0000|12.0000|13.7500|43.2132|40.0966|13.5429|12.1642|16.1375|4.5329|5.7928|4.1377|5.1032|23.8407|19.6387|153.6063|28.3949|19508.0000|1.1701|1.0000|1.2140|38.8378|143.3490|0.8562|0.6454|0.9759|0.0000|120.5000|127.0000|16.1375|-25.0000|55.0000|166.3228|147.5984|151.3701|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:47.015|416_Station40_09012015_10x_000012.tif|F717742B-DEAD-4BE1-8F9D-7D6A887CEFA5
1184|197|0|25|25|374|181|2868|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|170.0000|16.0000|14.0000|15.1111|46.6274|44.6246|14.9941|14.4520|24.9310|5.6341|6.3445|5.2411|5.8541|25.7243|22.1367|137.7824|25.3668|23423.0000|1.0177|1.0000|1.1621|86.2750|144.0510|0.9373|0.8779|0.9982|0.0000|155.5000|170.0000|24.9310|-75.0000|25.0000|134.3176|138.3235|144.1059|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:47.713|416_Station40_09012015_10x_000012.tif|203104F1-791A-45F6-9F17-151C4D2C478C
1185|224|0|23|25|739|305|2869|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|156.0000|16.0000|13.0000|14.6389|44.3848|42.9388|15.0620|13.2042|22.0012|5.2927|6.3445|4.6894|5.5936|24.4871|21.2067|145.8974|16.7868|22760.0000|1.0049|1.0000|1.1547|57.3077|144.0980|0.9035|0.8309|0.9901|0.0000|140.0000|156.0000|22.0012|-80.0000|0.0000|144.4231|145.9038|150.0641|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:47.763|416_Station40_09012015_10x_000012.tif|E16FAD3E-1799-4478-9374-FC8D74C23E56
1186|249|0|30|35|189|505|2874|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|334.0000|25.0000|20.0000|22.5278|74.1838|67.4183|22.6634|19.1974|62.1337|8.8944|11.3098|8.5513|9.9459|40.9272|34.7121|124.0539|18.7260|41434.0000|1.3112|1.4099|1.1790|47.4444|144.3470|0.8089|0.7626|0.9641|0.0000|338.0000|334.0000|62.1337|-90.0000|0.0000|122.4760|124.0060|128.3443|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:48.015|416_Station40_09012015_10x_000012.tif|62AA2D8E-4531-4D9B-B701-F85F2F574590
1187|281|0|26|26|208|420|2876|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|189.0000|17.0000|15.0000|16.3333|50.6274|48.0561|16.2267|14.8777|28.9921|6.0757|6.8962|5.7928|6.5284|27.9311|24.0299|138.3915|18.0665|26156.0000|1.0792|1.0000|1.1623|61.9318|144.4410|0.9132|0.9041|0.9931|0.0000|177.0000|189.0000|28.9921|5.0000|-85.0000|134.4444|139.3651|143.6085|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:48.113|416_Station40_09012015_10x_000012.tif|F8D33B0F-6FD3-42A9-93BF-7FB796F65F6E
1188|309|0|26|26|165|417|2876|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|179.0000|17.0000|15.0000|15.6944|48.8701|46.7569|15.5368|14.7442|26.8433|5.8462|6.8962|5.7928|6.1760|26.9616|23.3131|127.8045|11.0398|22877.0000|1.0618|1.0000|1.1565|64.8049|144.4410|0.9171|0.8228|0.9935|0.0000|168.0000|179.0000|26.8433|-35.0000|15.0000|123.0391|128.6089|135.9106|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:02:48.113|416_Station40_09012015_10x_000012.tif|1D0E4324-9D45-49FE-A976-A6B9BC531CB9
