017
num-fields|64
id|int32
image_x|int32
image_y|int32
image_w|int32
image_h|int32
src_x|int32
src_y|int32
src_image|int32
cal_image|int32
ppc|int32
camera|int32
cal_const|double
fringe_size|double
sphere_count|int32
raw_sphere_volume|double
raw_sphere_complement|double
raw_sphere_unknown|double
raw_area|double
raw_feret_max|double
raw_feret_min|double
raw_feret_mean|double
raw_perimeter|double
raw_convex_perimeter|double
raw_legendre_major|double
raw_legendre_minor|double
abd_area|double
abd_diameter|double
length|double
width|double
esd_diameter|double
perimeter|double
convex_perimeter|double
intensity|double
sigma_intensity|double
sum_intensity|double
compactness|double
elongation|double
roughness|double
edge_gradient|double
elapsed_time|double
circle_fit|double
symmetry|double
circularity_hu|double
intensity_calimage|double
raw_convex_hull_area|double
raw_filled_area|double
filled_area|double
feret_max_angle|double
feret_min_angle|double
avg_red|double
avg_green|double
avg_blue|double
ch1_peak|double
ch1_width|double
ch1_area|double
ch2_peak|double
ch2_width|double
ch2_area|double
ch3_peak|double
ch3_width|double
ch3_area|double
timestamp|timestamp
collage_file|string
image_id|guid
465|698|428|32|52|850|631|1144|1|2|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|349.0000|41.0000|21.0000|31.4167|148.5685|95.2285|36.1085|19.7394|65.7140|9.1471|20.1370|9.1030|14.8499|81.9653|50.0549|157.9026|21.4949|55108.0000|4.5742|12.2888|1.6375|47.5606|57.5480|0.1955|0.1306|0.5774|0.0000|548.5000|384.0000|74.1472|-90.0000|0.0000|164.6103|154.3811|158.5931|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:21.211|416_Station40_09012015_10x_000004.tif|D32477C2-738D-4F19-AF54-48330A92306D
466|732|428|52|53|454|872|1148|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|1208.0000|46.0000|38.0000|42.6667|141.5391|130.6464|43.2109|38.0664|288.1457|19.1541|22.8956|18.4819|21.0565|78.0871|69.5950|150.1275|33.7076|181354.0000|1.2582|1.0000|1.1220|71.5417|57.7510|0.8072|0.7850|0.9729|0.0000|1287.0000|1267.0000|304.0678|20.0000|-35.0000|148.3833|150.1333|154.6498|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:21.411|416_Station40_09012015_10x_000004.tif|6F1533D8-6056-4066-8AE1-C81696FCD81F
467|786|428|24|23|334|476|1151|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|137.0000|15.0000|13.0000|14.1111|42.9706|40.8481|13.9595|12.6578|18.1245|4.8038|5.7928|4.6894|5.3024|23.7069|20.0532|141.2336|23.9166|19349.0000|1.0725|1.0000|1.1822|101.5000|57.8910|0.8859|0.7531|0.9825|0.0000|126.0000|137.0000|18.1245|25.0000|-90.0000|143.5328|141.2701|134.8978|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:21.560|416_Station40_09012015_10x_000004.tif|6BB42EE0-A3A3-4AE2-9D02-75E5441290AC
468|812|428|38|28|686|831|1152|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|303.0000|30.0000|17.0000|24.0556|78.5269|72.6541|29.1528|16.0129|54.8073|8.3536|14.0683|6.8962|10.7888|43.3233|37.6006|156.0132|20.9092|47272.0000|1.3669|1.7091|1.1522|30.3188|57.9380|0.6040|0.7446|0.8263|0.0000|358.0000|359.0000|68.1125|-20.0000|75.0000|158.8449|154.0759|158.6436|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:21.610|416_Station40_09012015_10x_000004.tif|23E174BB-5DB9-426A-A567-52B9B8E38B66
469|852|428|41|30|996|208|1155|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|327.0000|32.0000|19.0000|25.8333|95.2548|77.8222|32.0716|15.5666|60.4705|8.7746|15.1717|7.9996|11.7696|52.5521|40.4518|138.4832|24.9925|45284.0000|2.2081|4.7253|1.2991|74.5488|58.0940|0.4537|0.3539|0.6552|0.0000|396.5000|327.0000|60.4705|-25.0000|65.0000|138.7156|137.6391|142.1040|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:21.761|416_Station40_09012015_10x_000004.tif|C6CFB940-F6F1-4B65-AB64-BC6BAC0FCD1B
470|895|428|23|24|686|920|1156|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|137.0000|15.0000|13.0000|13.8611|41.7990|40.2161|13.8630|12.5936|18.1245|4.8038|5.7928|4.6894|5.1645|23.0605|19.7046|128.0511|42.6173|17543.0000|1.0148|1.0000|1.1703|167.8611|58.1410|0.9224|0.8867|0.9946|0.0000|123.5000|137.0000|18.1245|-70.0000|0.0000|128.4526|126.4161|135.6204|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:21.810|416_Station40_09012015_10x_000004.tif|FDF60514-265D-4F72-9E19-5065B95183F6
471|920|428|33|38|391|80|1159|1|4|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|82.0000|28.0000|12.0000|22.1944|82.1838|66.7059|34.9462|14.0157|7.8157|3.1546|12.9650|4.1377|9.7620|45.3408|34.3190|149.8780|2.8258|12290.0000|6.5546|18.5380|1.3212|12.8028|58.2970|0.4710|0.4114|0.1473|0.0000|257.5000|82.0000|7.8157|35.0000|-40.0000|151.3537|148.0488|155.7805|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:21.963|416_Station40_09012015_10x_000004.tif|F50CAD0C-034F-4553-A556-86D7146C1675
472|955|428|24|27|1098|169|1169|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|122.0000|20.0000|11.0000|15.8611|63.2132|46.7375|21.7212|10.2881|15.1596|4.3934|8.5513|3.5860|6.2679|34.8747|23.3024|131.4262|19.2029|16034.0000|2.6064|6.0223|1.4966|75.5789|58.7960|0.5258|0.3295|0.5378|0.0000|143.5000|122.0000|15.1596|-65.0000|25.0000|145.3443|126.4016|121.3525|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:22.460|416_Station40_09012015_10x_000004.tif|C4E855AF-444D-4F40-AF02-03BB456F8DD6
473|981|428|40|62|473|902|1178|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|740.0000|61.0000|19.0000|44.0278|154.5685|135.0727|65.5235|16.1213|164.0364|14.4519|31.1710|7.9996|21.8075|85.2755|72.0369|123.4297|33.0238|91338.0000|2.5692|5.9020|1.1838|117.6522|59.2490|0.0539|0.4207|0.4139|0.0000|844.5000|740.0000|164.0364|65.0000|-20.0000|114.2784|126.6581|130.8689|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:22.912|416_Station40_09012015_10x_000004.tif|9963A56C-69E5-4A7D-8E4B-055469887A50
474|1023|428|29|26|54|194|1178|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|168.0000|21.0000|12.0000|17.1667|70.7696|50.9143|20.1014|12.9681|24.5090|5.5862|9.1030|4.1377|6.9882|39.0436|25.6067|128.4702|20.8612|21583.0000|2.3723|5.2629|1.5247|79.6833|59.2490|0.5142|0.0354|0.7476|0.0000|179.5000|168.0000|24.5090|-35.0000|55.0000|126.9405|128.3512|132.9821|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:22.912|416_Station40_09012015_10x_000004.tif|81AAAF37-204F-460C-904F-E419425CDE97
475|1054|428|28|35|0|708|1181|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|228.0000|26.0000|18.0000|21.8889|79.5980|65.6031|23.4820|15.7078|37.5805|6.9173|11.8615|7.4479|9.5934|43.9142|33.7106|135.9825|6.9591|31004.0000|1.9244|3.7812|1.3027|39.7353|59.3890|0.5879|0.4930|0.8359|0.0000|286.5000|262.0000|45.2909|75.0000|0.0000|134.7851|135.5570|141.3114|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.061|416_Station40_09012015_10x_000004.tif|75F92B1D-D2EF-45F8-8223-0D907E52B1F1
476|1084|428|24|24|942|461|1187|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|157.0000|15.0000|13.0000|14.5278|43.7990|42.6854|14.6611|13.6165|22.2085|5.3176|5.7928|4.6894|5.5323|24.1639|21.0669|120.5287|35.0071|18923.0000|1.0000|1.0000|1.1470|123.3947|59.7010|0.9429|0.9822|0.9986|0.0000|140.5000|157.0000|22.2085|10.0000|45.0000|117.5860|120.4841|128.4395|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.361|416_Station40_09012015_10x_000004.tif|928DA8DB-E49C-4F0B-86C7-B182EE5D1A51
477|1110|428|109|156|730|0|1189|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|2242.0000|174.0000|22.0000|117.4722|503.4874|365.9273|174.5756|19.4292|572.2943|26.9938|93.5131|9.6547|62.3268|277.7740|199.3994|122.6771|34.0021|275042.0000|8.2948|24.0171|1.3931|93.9675|59.7950|0.0000|0.6255|0.2007|0.0000|3078.0000|2432.0000|625.3534|55.0000|-30.0000|120.7605|122.5776|128.2654|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.463|416_Station40_09012015_10x_000004.tif|93916C0B-13F7-4CDC-891C-5F7AA9B59BDE
478|1221|428|25|25|45|222|1196|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|137.0000|17.0000|14.0000|14.9444|49.2132|43.8090|14.9199|12.8950|18.1245|4.8038|6.8962|5.2411|5.7622|27.1509|21.6868|136.4161|3.7096|18689.0000|1.3201|1.4642|1.2520|23.9767|60.1380|0.8392|0.7319|0.9560|0.0000|144.0000|146.0000|19.9454|-25.0000|20.0000|131.3431|137.8832|142.0803|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.811|416_Station40_09012015_10x_000004.tif|2A62634D-FBEA-4717-A3D4-2B94E5CD42E4
479|1248|428|25|23|1235|785|1197|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|136.0000|15.0000|13.0000|14.0000|42.6274|40.9665|14.3727|12.2380|17.9241|4.7772|5.7928|4.6894|5.2411|23.5175|20.1186|126.1838|42.1001|17161.0000|1.0632|1.0000|1.1689|122.0278|60.2000|0.8668|0.7623|0.9719|0.0000|124.5000|136.0000|17.9241|0.0000|-90.0000|125.3676|126.3750|127.6397|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.861|416_Station40_09012015_10x_000004.tif|C09F5C42-862F-4387-B1D9-B50899BC1BC4
480|0|586|43|26|80|161|1197|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|371.0000|33.0000|16.0000|26.6389|91.5980|80.3320|35.8393|14.9846|71.0026|9.5081|15.7235|6.3445|12.2140|50.5346|41.8365|132.0108|25.1097|48976.0000|1.7570|3.2082|1.2079|70.5625|60.2000|0.3748|0.3796|0.6413|0.0000|407.5000|380.0000|73.1781|0.0000|-90.0000|126.9784|133.2938|138.8086|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.861|416_Station40_09012015_10x_000004.tif|8E411287-CE56-4BB6-AE52-1E8F070297A1
481|45|586|22|46|1|144|1197|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|287.0000|36.0000|12.0000|26.7500|94.7696|81.0866|40.1642|11.4025|51.0682|8.0636|17.3786|4.1377|12.2753|52.2844|42.2528|127.5540|19.0288|36608.0000|2.4145|5.4004|1.2374|68.0119|60.2000|0.1522|0.0480|0.4324|0.0000|326.0000|296.0000|53.1676|-90.0000|0.0000|126.5157|127.1150|132.6167|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.861|416_Station40_09012015_10x_000004.tif|1B89618F-245A-4DE6-AEB1-F03003BF0141
482|69|586|25|36|19|135|1197|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|269.0000|27.0000|15.0000|21.7778|79.3553|65.1055|27.2171|13.4394|46.9001|7.7275|12.4133|5.7928|9.5321|43.7803|33.4360|124.0520|20.2052|33370.0000|1.8629|3.5726|1.3094|65.2029|60.2000|0.5394|0.4850|0.7434|0.0000|285.5000|269.0000|46.9001|80.0000|0.0000|116.0855|126.0669|134.5613|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.861|416_Station40_09012015_10x_000004.tif|5B92253D-98B1-47B0-B8A3-B8F66F3C0C85
483|96|586|24|24|34|120|1197|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|135.0000|15.0000|13.0000|14.3056|49.7990|41.7478|13.9427|13.2434|17.7240|4.7505|5.7928|4.6894|5.4097|27.4741|20.5496|149.5259|23.9313|20186.0000|1.4618|2.1210|1.3370|36.1818|60.2000|0.7559|0.3096|0.9297|0.0000|133.5000|135.0000|17.7240|5.0000|75.0000|141.9185|152.5704|153.9481|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.861|416_Station40_09012015_10x_000004.tif|7B1707EE-E97F-4D91-B175-5CA92E8ACD5D
484|122|586|41|37|131|101|1197|1|2|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|331.0000|34.0000|16.0000|27.4722|95.0122|82.9024|40.6679|15.2064|61.4203|8.8432|16.2752|6.3445|12.6738|52.4182|43.2546|127.8550|11.9812|42320.0000|2.1703|4.6009|1.2119|63.9398|60.2000|0.2871|0.3788|0.4471|0.0000|439.0000|331.0000|61.4203|-40.0000|55.0000|123.9668|128.3958|135.4169|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.861|416_Station40_09012015_10x_000004.tif|00CF9872-D864-493F-A858-0E82B6830036
485|165|586|77|76|48|93|1197|1|5|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|993.0000|83.0000|41.0000|63.8611|304.4508|197.7231|97.9759|37.6410|230.5820|17.1344|43.3085|20.1370|32.7495|167.9655|106.6012|133.7452|26.0638|132809.0000|7.4281|21.2889|1.5756|63.9627|60.2000|0.0000|0.3548|0.2295|0.0000|2260.0000|993.0000|230.5820|40.0000|-45.0000|127.5539|135.3736|141.6616|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.861|416_Station40_09012015_10x_000004.tif|D4AB4B1A-4BE0-41EA-B646-E5DFC7092BBA
486|244|586|41|33|40|82|1197|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|340.0000|34.0000|15.0000|26.1389|93.8406|79.1283|34.1232|13.5007|63.5632|8.9962|16.2752|5.7928|11.9382|51.7719|41.1724|133.1647|35.4119|45276.0000|2.0611|4.2391|1.2574|83.1728|60.2000|0.4187|0.6549|0.6429|0.0000|370.0000|340.0000|63.5632|-35.0000|55.0000|123.9588|136.0235|142.5206|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.861|416_Station40_09012015_10x_000004.tif|F9140E7F-1163-44DA-AE06-104A92438494
487|287|586|40|27|18|61|1197|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|342.0000|31.0000|16.0000|25.0278|85.1127|75.3346|32.8074|14.4002|64.0405|9.0299|14.6200|6.3445|11.3252|46.9567|39.0794|127.6930|22.9312|43671.0000|1.6856|2.9573|1.2016|75.7105|60.2000|0.4368|0.4066|0.6784|0.0000|372.0000|342.0000|64.0405|5.0000|-85.0000|122.0965|129.3977|133.6023|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.861|416_Station40_09012015_10x_000004.tif|74E79A81-5B8E-4EAD-B987-E97B7150040E
488|329|586|57|49|118|55|1197|1|3|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|551.0000|49.0000|35.0000|42.7222|174.2254|131.3031|45.0468|35.0352|115.5642|12.1302|24.5506|16.8269|21.0872|96.1202|69.9573|141.1289|19.5775|77762.0000|4.3839|11.6869|1.3740|41.6218|60.2000|0.1316|0.2374|0.4308|0.0000|989.0000|551.0000|115.5642|10.0000|-80.0000|136.6570|142.7405|144.5953|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.861|416_Station40_09012015_10x_000004.tif|5EC404AC-5B59-4081-B3BE-AF41C5FCA0B0
489|388|586|43|45|73|38|1197|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|571.0000|44.0000|26.0000|34.6111|129.9828|105.3666|43.6412|21.7629|120.6266|12.3930|21.7921|11.8615|16.6123|71.7115|55.6481|122.3047|27.0520|69836.0000|2.3546|5.2052|1.2887|106.2478|60.2000|0.2930|0.2709|0.6114|0.0000|720.5000|571.0000|120.6266|-50.0000|25.0000|116.5184|123.6532|130.5096|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.861|416_Station40_09012015_10x_000004.tif|EB87FED1-34B9-4E2D-88E8-3BC7D9D55D12
490|433|586|37|26|14|32|1197|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|307.0000|28.0000|15.0000|22.9167|75.3553|68.6165|29.2326|14.4011|55.7467|8.4249|12.9650|5.7928|10.1605|41.5735|35.3731|130.0945|15.0058|39939.0000|1.4719|2.1615|1.1753|59.4154|60.2000|0.4927|0.7600|0.7362|0.0000|319.5000|307.0000|55.7467|10.0000|-85.0000|122.7752|132.4007|137.2997|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.861|416_Station40_09012015_10x_000004.tif|9B4ADB38-2F96-4D1D-80B9-568CEBDFEF2C
491|472|586|23|24|186|233|1198|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|144.0000|16.0000|13.0000|14.5000|44.1421|41.9545|14.1633|13.0655|19.5382|4.9877|6.3445|4.6894|5.5170|24.3532|20.6636|130.3056|12.4328|18764.0000|1.0768|1.0000|1.1786|37.9750|60.2470|0.9022|0.9201|0.9876|0.0000|132.5000|144.0000|19.5382|-60.0000|0.0000|137.7222|126.6667|129.8264|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:23.911|416_Station40_09012015_10x_000004.tif|CEAE4DE3-65E6-4EC3-BAAD-095592D0C38F
492|497|586|26|26|932|810|1200|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|186.0000|17.0000|16.0000|16.1389|50.6274|47.6217|16.0613|14.8485|28.3449|6.0075|6.8962|6.3445|6.4212|27.9311|23.7903|146.5269|6.1846|27254.0000|1.0966|1.0000|1.1741|29.7955|60.3410|0.9059|0.8933|0.9900|0.0000|174.0000|186.0000|28.3449|35.0000|0.0000|151.3548|143.3118|150.5000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:24.011|416_Station40_09012015_10x_000004.tif|7A9FF3E8-8E07-4C01-8186-47FDFC22D1C8
493|525|586|37|44|946|903|1201|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|601.0000|38.0000|21.0000|30.6111|98.6690|93.1538|38.1129|20.5831|128.2534|12.7788|18.4819|9.1030|14.4055|54.4357|48.9103|100.6057|34.0441|60464.0000|1.2891|1.2493|1.1130|64.1412|60.3870|0.5491|0.7166|0.8157|0.0000|601.0000|601.0000|128.2534|-65.0000|30.0000|112.2512|95.4626|96.6972|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:24.061|416_Station40_09012015_10x_000004.tif|0E1DB72B-F42C-459A-96CD-BC755F953F0A
494|564|586|49|32|232|755|1202|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|660.0000|40.0000|22.0000|32.1111|102.1838|97.8339|39.7128|21.6234|143.3584|13.5104|19.5853|9.6547|15.2331|56.3748|51.4923|104.7409|27.9373|69129.0000|1.2590|1.0000|1.0948|70.9451|60.4500|0.5494|0.7538|0.8220|0.0000|636.5000|660.0000|143.3584|15.0000|-90.0000|106.7091|103.1106|108.1258|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:24.111|416_Station40_09012015_10x_000004.tif|859575E0-CBCF-40F2-92D9-AC11D1BCF8B8
495|615|586|21|151|1271|145|1210|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|979.0000|141.0000|15.0000|93.1111|313.2548|289.7501|129.8339|13.3296|226.8619|16.9956|75.3070|5.7928|48.8867|172.8227|157.3725|112.0623|23.7729|109709.0000|7.9037|22.7862|1.0982|55.6333|60.8400|0.0000|0.3348|0.1477|0.0000|1123.0000|988.0000|229.2529|-90.0000|0.0000|106.2870|112.4893|125.0909|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:24.513|416_Station40_09012015_10x_000004.tif|4519F35C-EBB5-4952-BDEF-F43A6ADE981B
496|638|586|25|26|851|39|1217|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|163.0000|17.0000|15.0000|15.6667|48.6274|46.3213|15.7686|14.6306|23.4589|5.4652|6.8962|5.7928|6.1606|26.8277|23.0728|132.2086|8.0065|21550.0000|1.0396|1.0000|1.1627|53.4524|61.1990|0.9253|0.8683|0.9961|0.0000|166.5000|181.0000|27.2711|60.0000|0.0000|133.8466|130.9509|134.5092|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:24.861|416_Station40_09012015_10x_000004.tif|D344274F-AB3B-419F-A4C0-520A11A5233D
497|665|586|26|22|302|795|1219|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|112.0000|17.0000|11.0000|14.2222|45.5563|41.2756|17.4926|8.7220|13.2383|4.1056|6.8962|3.5860|5.3637|25.1334|20.2891|138.1518|36.6811|15473.0000|1.4746|2.1722|1.2388|125.8293|61.2920|0.6406|0.7457|0.7465|0.0000|113.0000|112.0000|13.2383|-40.0000|50.0000|140.3482|136.5268|140.4911|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:24.961|416_Station40_09012015_10x_000004.tif|5C3BB166-6B64-4BD7-A4DF-76870B0786F4
498|693|586|31|31|299|223|1226|1|4|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|56.0000|19.0000|14.0000|17.2222|64.2843|51.1242|19.7947|16.9603|4.2612|2.3293|7.9996|5.2411|7.0188|35.4656|25.7226|147.2679|3.4095|8247.0000|5.8723|16.3875|1.3788|18.6250|61.6510|0.5251|0.2266|0.2099|0.0000|164.0000|56.0000|4.2612|0.0000|-40.0000|142.2857|147.2500|160.4464|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:25.311|416_Station40_09012015_10x_000004.tif|C0122B88-D703-4898-AE44-5E2D5266E9F4
499|726|586|33|37|98|112|1226|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|304.0000|31.0000|18.0000|24.4722|86.1838|74.1481|28.9540|14.9778|55.0420|8.3715|14.6200|7.4479|11.0187|47.5476|38.4248|134.5263|24.0608|40896.0000|1.8884|3.6593|1.2374|55.9200|61.6510|0.5447|0.6434|0.7500|0.0000|348.5000|313.0000|57.1593|-60.0000|35.0000|131.3816|135.2763|138.7072|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:25.311|416_Station40_09012015_10x_000004.tif|8E6918CD-2674-4902-855B-4EC948FB7AB1
500|761|586|54|98|65|485|1227|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|2159.0000|88.0000|43.0000|65.3333|224.3087|202.0975|80.4301|36.4096|549.1791|26.4431|46.0669|21.2404|33.5617|123.7511|109.0146|61.7290|39.3435|133273.0000|1.8545|3.5439|1.1352|88.5208|61.6980|0.2648|0.6628|0.7053|0.0000|2362.5000|2159.0000|549.1791|-90.0000|-15.0000|64.4094|60.4094|61.5183|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:25.361|416_Station40_09012015_10x_000004.tif|D2FB731C-7664-4781-81DD-62391B5820CB
501|817|586|39|52|516|294|1227|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|771.0000|45.0000|26.0000|36.6389|127.6396|111.7205|43.6162|24.0176|172.1029|14.8030|22.3439|11.8615|17.7310|70.4188|59.1535|139.7211|32.3727|107725.0000|1.6815|2.9429|1.1904|71.1376|61.6980|0.5130|0.6554|0.7919|0.0000|824.0000|771.0000|172.1029|-75.0000|10.0000|131.0415|142.4877|148.4125|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:25.361|416_Station40_09012015_10x_000004.tif|FBF54F6A-D1BE-40CB-A4A5-6BD5F630E7C7
502|858|586|21|32|1118|18|1228|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|106.0000|23.0000|10.0000|16.5556|53.7990|48.5354|19.6789|9.4931|12.1098|3.9267|10.2065|3.0343|6.6511|29.6809|24.2943|133.6226|7.8313|14164.0000|1.5995|2.6471|1.2217|35.5625|61.7450|0.6181|0.7098|0.7681|0.0000|138.0000|144.0000|19.5382|75.0000|-15.0000|140.6226|129.5943|136.0283|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:25.411|416_Station40_09012015_10x_000004.tif|C5ED5CC5-F6D3-4FF3-BF23-E8A8B2DF7CC3
503|881|586|25|24|651|744|1235|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|152.0000|16.0000|13.0000|14.5556|45.7990|42.8063|14.4237|13.4624|21.1749|5.1924|6.3445|4.6894|5.5477|25.2673|21.1336|162.4539|29.0668|24693.0000|1.0981|1.0000|1.1956|59.4750|62.0880|0.9211|0.8593|0.9943|0.0000|141.5000|152.0000|21.1749|-50.0000|70.0000|167.6513|159.5066|163.9539|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:25.760|416_Station40_09012015_10x_000004.tif|FA57FBDB-335B-4A64-9FDE-7687093CD7E2
504|908|586|30|24|687|724|1235|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|211.0000|21.0000|14.0000|17.9444|56.0416|52.8720|20.9122|13.1364|33.7993|6.5601|9.1030|5.2411|7.4173|30.9182|26.6868|154.6682|28.2833|32635.0000|1.1845|1.0000|1.1586|77.3878|62.0880|0.7105|0.6757|0.8810|0.0000|201.0000|211.0000|33.7993|-20.0000|-90.0000|159.2038|152.2701|155.1896|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:01:25.760|416_Station40_09012015_10x_000004.tif|A98E572C-190A-4345-8D6D-E99C03FA8894
